Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,RPM,Flight ID
14.06,1.0,9.0,2026-04-09 22:15:59,37.08161,-121.59966,257.0,0.1,239.3,-12.6,,,,,22:15:58,10.8,-0.9,8.0,0.0,289.0,0.1,-0.01,1.0,99.0,-48.0,28.0,0.0,30.09,1934.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.2,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,25.0,,,9.0,254.2,,0.0,11.0,0.001,,,0.653,1.411,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
15.06,1.0,9.0,2026-04-09 22:16:00,37.08161,-121.59966,258.0,0.0,239.3,-12.6,,,,,22:15:59,10.7,-0.9,8.0,0.0,286.0,0.1,-0.01,1.0,99.0,-86.0,28.0,0.0,30.09,1934.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.2,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,25.0,,,9.0,254.2,,0.0,11.0,0.001,,,0.653,1.411,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
16.06,1.0,9.0,2026-04-09 22:16:01,37.08162,-121.59966,259.0,0.0,239.3,-12.6,,,,,22:16:00,10.8,-0.9,8.0,0.0,285.0,0.1,-0.01,1.0,99.0,-95.0,28.0,0.0,30.09,1928.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.2,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,25.0,,,10.0,254.2,,0.0,11.0,0.001,,,0.653,1.411,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
17.06,1.0,9.0,2026-04-09 22:16:02,37.08162,-121.59966,259.0,0.1,239.3,-12.6,,,,,22:16:01,10.8,-0.9,8.0,0.0,283.0,0.1,-0.01,1.0,99.0,-91.0,28.0,0.0,30.09,1928.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.2,9.2,7.4,,,,,24.0,25.0,24.0,26.0,24.0,25.0,25.0,26.0,,,10.0,254.2,,0.0,11.0,0.001,,,0.653,1.411,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
18.06,1.0,9.0,2026-04-09 22:16:03,37.08162,-121.59966,260.0,0.0,239.3,-12.6,,,,,22:16:02,10.8,-0.9,8.0,0.0,281.0,0.1,-0.01,1.0,99.0,-85.0,28.0,0.0,30.09,1928.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.2,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,25.0,,,10.0,254.2,,0.0,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
19.06,1.0,9.0,2026-04-09 22:16:04,37.08162,-121.59966,262.0,0.0,239.3,-12.6,,,,,22:16:03,10.8,-0.9,8.0,0.0,281.0,0.0,-0.01,1.0,99.0,-54.0,28.0,0.0,30.09,1925.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.2,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,25.0,,,10.0,254.2,,0.0,11.0,0.001,,,0.653,1.411,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
20.06,1.0,9.0,2026-04-09 22:16:05,37.08162,-121.59966,263.0,0.0,239.3,-12.6,,,,,22:16:04,10.8,-0.9,8.0,0.0,281.0,0.0,-0.01,1.0,99.0,-25.0,28.0,0.0,30.09,1925.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.2,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,10.0,254.2,,0.0,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
21.06,1.0,9.0,2026-04-09 22:16:06,37.08162,-121.59966,265.0,0.0,239.3,-12.6,,,,,22:16:05,10.8,-0.9,8.0,0.0,281.0,0.0,-0.01,1.0,99.0,8.0,28.0,0.0,30.09,1925.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.2,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,10.0,254.2,,0.0,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
22.06,1.0,9.0,2026-04-09 22:16:07,37.08162,-121.59966,266.0,0.0,239.3,-12.6,,,,,22:16:06,10.8,-0.9,8.1,0.0,281.0,0.0,-0.01,1.0,99.0,9.0,28.0,0.0,30.09,1934.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.2,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,10.0,254.2,,0.0,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
23.06,1.0,9.0,2026-04-09 22:16:08,37.08162,-121.59966,267.0,0.0,239.3,-12.6,,,,,22:16:07,10.8,-0.8,8.1,0.0,281.0,0.1,-0.01,1.0,99.0,12.0,28.0,0.0,30.09,1934.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.2,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,10.0,254.2,,0.0,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
24.06,1.0,9.0,2026-04-09 22:16:09,37.08162,-121.59966,267.0,0.0,239.3,-12.6,,,,,22:16:08,10.8,-0.8,8.1,0.0,281.0,0.0,-0.01,1.0,99.0,-3.0,28.0,0.0,30.09,1934.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.2,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,10.0,254.2,,0.0,11.0,0.001,,,0.653,1.411,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
25.06,1.0,9.0,2026-04-09 22:16:10,37.08162,-121.59966,268.0,0.0,239.3,-12.6,,,,,22:16:09,10.8,-0.8,8.1,0.0,281.0,0.1,-0.01,1.0,99.0,27.0,28.0,0.0,30.09,1934.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.2,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,10.0,254.2,,0.0,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
26.06,1.0,9.0,2026-04-09 22:16:11,37.08162,-121.59965,268.0,0.0,239.3,-12.6,,,,,22:16:10,10.8,-0.8,8.1,0.0,281.0,0.1,-0.01,1.0,99.0,25.0,28.0,0.0,30.09,1934.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.2,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,10.0,254.2,,0.0,11.0,0.001,,,0.654,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
27.06,1.0,9.0,2026-04-09 22:16:12,37.08162,-121.59965,268.0,0.1,239.3,-12.6,,,,,22:16:11,10.8,-0.8,8.1,0.0,281.0,0.1,-0.01,1.0,99.0,0.0,28.0,0.0,30.09,1934.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.2,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,11.0,254.2,,0.0,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
28.06,1.0,9.0,2026-04-09 22:16:13,37.08162,-121.59965,269.0,0.0,239.3,-12.6,,,,,22:16:12,10.8,-0.8,8.1,0.0,281.0,0.1,-0.01,1.0,99.0,-14.0,28.0,0.0,30.09,1934.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.1,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,11.0,254.2,,0.0,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
29.06,1.0,9.0,2026-04-09 22:16:14,37.08162,-121.59965,268.0,0.0,239.3,-12.6,,,,,22:16:13,10.8,-0.8,8.1,0.0,281.0,0.1,-0.01,1.0,99.0,-40.0,28.0,0.0,30.09,1935.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.1,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,11.0,254.2,,0.0,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
30.06,1.0,9.0,2026-04-09 22:16:15,37.08162,-121.59965,269.0,0.0,239.3,-12.6,,,,,22:16:14,10.8,-0.8,8.1,0.0,281.0,0.0,-0.01,1.0,99.0,-51.0,28.0,0.0,30.09,1935.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.1,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,11.0,254.2,,0.0,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
31.06,1.0,9.0,2026-04-09 22:16:16,37.08162,-121.59965,269.0,0.1,239.3,-12.6,,,,,22:16:15,10.8,-0.8,8.1,0.0,279.0,0.0,-0.01,1.0,99.0,-77.0,28.0,0.0,30.09,1935.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.1,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,11.0,254.3,,0.0,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
32.06,1.0,9.0,2026-04-09 22:16:17,37.08162,-121.59965,268.0,0.0,239.3,-12.6,,,,,22:16:16,10.8,-0.8,8.1,0.0,277.0,0.1,-0.01,1.0,99.0,-82.0,28.0,0.0,30.09,1941.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.1,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,11.0,254.3,,0.0,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
33.06,1.0,9.0,2026-04-09 22:16:18,37.08162,-121.59965,268.0,0.0,239.3,-12.6,,,,,22:16:17,10.8,-0.8,8.1,0.0,275.0,0.1,-0.01,1.0,99.0,-115.0,28.0,0.0,30.09,1941.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.1,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,12.0,254.3,,0.0,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
34.06,1.0,9.0,2026-04-09 22:16:19,37.08162,-121.59964,269.0,0.0,239.3,-12.6,,,,,22:16:18,10.8,-0.8,8.1,0.0,273.0,0.0,-0.01,1.0,99.0,-96.0,28.0,0.0,30.09,1941.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.1,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,12.0,254.3,,0.0,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
35.06,1.0,9.0,2026-04-09 22:16:20,37.08162,-121.59965,268.0,0.0,239.3,-12.6,,,,,22:16:19,10.8,-0.8,8.1,0.0,272.0,0.1,-0.01,1.0,99.0,-96.0,29.0,0.0,30.09,1935.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.1,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,12.0,254.3,,0.0,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
36.06,1.0,9.0,2026-04-09 22:16:21,37.08162,-121.59964,268.0,0.1,239.3,-12.6,,,,,22:16:20,10.8,-0.9,8.0,0.0,270.0,0.1,-0.01,1.0,99.0,-100.0,28.0,0.0,30.09,1935.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.1,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,12.0,254.3,,0.0,11.0,0.001,,,0.653,1.411,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
37.06,1.0,9.0,2026-04-09 22:16:22,37.08162,-121.59964,268.0,0.1,239.3,-12.6,,,,,22:16:21,10.8,-0.9,8.0,0.0,269.0,0.1,-0.01,1.0,99.0,-72.0,29.0,0.0,30.09,1935.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.1,9.2,7.4,,,,,24.0,26.0,24.0,26.0,24.0,26.0,25.0,26.0,,,12.0,254.3,,0.0,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
38.06,1.0,9.0,2026-04-09 22:16:23,37.08162,-121.59964,268.0,0.0,239.3,-12.6,,,,,22:16:22,10.8,-0.9,8.0,0.0,267.0,0.1,-0.01,1.0,99.0,-113.0,29.0,0.0,30.09,1938.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,0.0,,,23.4,0.0,0.0,-0.1,9.2,7.4,,,,,24.0,25.0,24.0,25.0,24.0,25.0,25.0,26.0,,,12.0,254.3,,0.0,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
39.06,1.0,9.0,2026-04-09 22:16:24,37.08162,-121.59964,268.0,0.0,239.3,-12.6,,,,,22:16:23,10.9,-0.9,7.9,0.0,266.0,0.1,-0.01,1.0,99.0,-108.0,29.0,0.0,30.09,1936.0,,,317.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,23.0,0.0,0.0,30.0,0.0,,0.0,24.6,,,23.4,0.0,0.0,-0.1,9.2,7.4,,,,,24.0,26.0,24.0,26.0,24.0,25.0,25.0,26.0,,,12.0,254.3,,24.6,11.0,0.001,,,0.653,1.41,0.0,23.0,,,,,,0.0,2026-04-09 15:15:49-07:00
